caseid,respondentid,houseviewed,option,fireplaces,bedrooms,preference,averagecostpersquarefootcomparisons,cashprice
572,13,11,B,yes,3 bedroom,1,100,370000
573,13,11,C,yes,3 bedroom,0,100,470000
574,13,12,A,yes,3 bedroom,1,110,370000
575,13,12,B,yes,4 bedroom,0,90,420000
576,13,12,C,yes,2 bedroom,0,90,420000
577,13,13,A,yes,2 bedroom,0,90,370000
578,13,13,B,yes,2 bedroom,0,90,470000
579,13,13,C,yes,3 bedroom,1,90,420000
580,13,14,A,yes,3 bedroom,0,90,420000
581,13,14,B,yes,2 bedroom,0,100,470000
582,13,14,C,yes,3 bedroom,1,110,470000
583,13,15,A,yes,2 bedroom,0,110,470000
584,13,15,B,yes,3 bedroom,1,90,370000
585,13,15,C,yes,4 bedroom,0,110,470000
586,14,1,A,yes,2 bedroom,1,110,420000
587,14,1,B,yes,4 bedroom,0,110,420000
588,14,1,C,yes,2 bedroom,0,100,420000
589,14,2,A,yes,4 bedroom,0,100,420000
590,14,2,B,yes,3 bedroom,1,110,370000
591,14,2,C,yes,3 bedroom,0,110,470000
592,14,3,A,yes,4 bedroom,0,100,470000
593,14,3,B,yes,4 bedroom,1,110,470000
594,14,3,C,yes,2 bedroom,0,90,470000
595,14,4,A,yes,3 bedroom,1,100,370000
596,14,4,B,yes,2 bedroom,0,110,370000
597,14,4,C,yes,2 bedroom,0,90,370000
598,14,5,A,yes,3 bedroom,0,110,420000
599,14,5,B,yes,4 bedroom,0,110,470000
600,14,5,C,yes,3 bedroom,1,110,370000
601,14,6,A,yes,3 bedroom,0,100,420000
602,14,6,B,yes,3 bedroom,0,100,420000
603,14,6,C,yes,3 bedroom,1,100,370000
604,14,7,A,yes,2 bedroom,1,110,420000
605,14,7,B,yes,2 bedroom,0,90,420000
606,14,7,C,yes,3 bedroom,0,90,470000
607,14,8,A,yes,4 bedroom,0,100,370000
608,14,8,B,yes,4 bedroom,0,90,370000
609,14,8,C,yes,3 bedroom,1,90,420000
610,14,9,A,yes,2 bedroom,0,90,470000
611,14,9,B,yes,3 bedroom,0,100,470000
612,14,9,C,yes,4 bedroom,1,110,370000
613,14,10,A,yes,2 bedroom,0,100,470000
614,14,10,B,yes,4 bedroom,0,90,470000
615,14,10,C,yes,4 bedroom,1,90,420000
616,14,11,A,yes,4 bedroom,0,90,420000
617,14,11,B,yes,4 bedroom,0,100,470000
618,14,11,C,yes,4 bedroom,1,100,370000
619,14,12,A,yes,2 bedroom,0,100,420000
620,14,12,B,yes,3 bedroom,1,110,470000
621,14,12,C,yes,2 bedroom,0,100,470000
622,14,13,A,yes,4 bedroom,1,110,420000
623,14,13,B,yes,3 bedroom,0,90,470000
624,14,13,C,yes,2 bedroom,0,110,470000
625,14,14,A,yes,2 bedroom,1,110,370000
626,14,14,B,yes,2 bedroom,0,90,370000
627,14,14,C,yes,3 bedroom,0,90,420000
628,14,15,A,yes,3 bedroom,1,100,470000
629,14,15,B,yes,4 bedroom,0,90,370000
630,14,15,C,yes,3 bedroom,0,110,420000
631,15,1,A,no,2 bedroom,0,90,370000
632,15,1,B,no,4 bedroom,1,90,470000
633,15,1,C,no,4 bedroom,0,100,420000
634,15,2,A,no,4 bedroom,0,90,470000
635,15,2,B,no,3 bedroom,1,90,420000
636,15,2,C,no,3 bedroom,0,110,470000
637,15,3,A,no,4 bedroom,0,100,470000
638,15,3,B,no,2 bedroom,1,110,370000
639,15,3,C,no,2 bedroom,0,90,470000
640,15,4,A,no,3 bedroom,0,90,420000
641,15,4,B,no,4 bedroom,0,110,470000
642,15,4,C,no,3 bedroom,1,90,470000
643,15,5,A,no,3 bedroom,0,100,470000
644,15,5,B,no,4 bedroom,1,110,370000
645,15,5,C,no,2 bedroom,0,90,470000
646,15,6,A,no,4 bedroom,0,100,370000
647,15,6,B,no,3 bedroom,1,110,420000
648,15,6,C,no,2 bedroom,0,100,370000
649,15,7,A,no,4 bedroom,0,110,420000
650,15,7,B,no,4 bedroom,0,110,370000
651,15,7,C,no,2 bedroom,1,110,420000
652,15,8,A,no,3 bedroom,1,110,370000
653,15,8,B,no,3 bedroom,0,90,370000
654,15,8,C,no,3 bedroom,0,100,420000
655,15,9,A,no,2 bedroom,0,110,470000
656,15,9,B,no,3 bedroom,1,110,370000
657,15,9,C,no,3 bedroom,0,110,470000
658,15,10,A,no,4 bedroom,0,90,370000
659,15,10,B,no,2 bedroom,0,100,470000
660,15,10,C,no,4 bedroom,1,110,420000
661,15,11,A,no,2 bedroom,1,100,420000
662,15,11,B,no,4 bedroom,0,100,420000
663,15,11,C,no,2 bedroom,0,90,420000
664,15,12,A,no,2 bedroom,1,90,370000
665,15,12,B,no,4 bedroom,0,90,370000
666,15,12,C,no,3 bedroom,0,100,420000
667,15,13,A,no,4 bedroom,0,90,420000
668,15,13,B,no,2 bedroom,0,100,470000
669,15,13,C,no,3 bedroom,1,100,370000
670,15,14,A,no,2 bedroom,0,100,420000
671,15,14,B,no,3 bedroom,0,110,420000
672,15,14,C,no,2 bedroom,1,90,420000
673,15,15,A,no,2 bedroom,1,110,370000
674,15,15,B,no,2 bedroom,0,100,370000
675,15,15,C,no,3 bedroom,0,90,470000
676,16,1,A,no,2 bedroom,0,110,370000
677,16,1,B,no,2 bedroom,1,100,470000
678,16,1,C,no,4 bedroom,0,110,420000
679,16,2,A,no,3 bedroom,0,110,470000
680,16,2,B,no,2 bedroom,0,110,370000
681,16,2,C,no,2 bedroom,1,90,370000
682,16,3,A,no,2 bedroom,1,90,420000
683,16,3,B,no,4 bedroom,0,100,470000
684,16,3,C,no,3 bedroom,0,110,420000
685,16,4,A,no,3 bedroom,1,110,370000
686,16,4,B,no,2 bedroom,0,100,420000
687,16,4,C,no,4 bedroom,0,90,370000
688,16,5,A,no,4 bedroom,0,90,420000
689,16,5,B,no,3 bedroom,0,110,470000
690,16,5,C,no,3 bedroom,1,100,420000
691,16,6,A,no,2 bedroom,0,90,420000
692,16,6,B,no,3 bedroom,1,90,470000
693,16,6,C,no,4 bedroom,0,110,470000
694,16,7,A,no,3 bedroom,0,110,370000
695,16,7,B,no,4 bedroom,1,90,470000
696,16,7,C,no,4 bedroom,0,110,420000
697,16,8,A,no,2 bedroom,0,110,470000
698,16,8,B,no,3 bedroom,1,100,470000
699,16,8,C,no,4 bedroom,0,100,370000
700,16,9,A,no,2 bedroom,0,110,470000
701,16,9,B,no,3 bedroom,1,100,370000
702,16,9,C,no,3 bedroom,0,100,470000
703,16,10,A,no,2 bedroom,0,90,470000
704,16,10,B,no,2 bedroom,0,100,370000
705,16,10,C,no,3 bedroom,1,100,370000
706,16,11,A,no,2 bedroom,0,100,470000
707,16,11,B,no,3 bedroom,1,110,420000
708,16,11,C,no,2 bedroom,0,90,470000
709,16,12,A,no,4 bedroom,0,110,370000
710,16,12,B,no,4 bedroom,1,100,370000
711,16,12,C,no,4 bedroom,0,100,470000
712,16,13,A,no,3 bedroom,1,90,420000
713,16,13,B,no,4 bedroom,0,90,420000
714,16,13,C,no,2 bedroom,0,100,420000
715,16,14,A,no,3 bedroom,1,90,370000
716,16,14,B,no,3 bedroom,0,90,370000
717,16,14,C,no,2 bedroom,0,100,370000
718,16,15,A,no,3 bedroom,0,90,420000
719,16,15,B,no,4 bedroom,0,100,420000
720,16,15,C,no,2 bedroom,1,90,370000
721,17,1,A,no,3 bedroom,0,110,470000
722,17,1,B,no,2 bedroom,0,90,420000
723,17,1,C,no,3 bedroom,1,100,370000
724,17,2,A,no,4 bedroom,0,90,470000
725,17,2,B,no,4 bedroom,0,90,470000
726,17,2,C,no,4 bedroom,1,110,370000
727,17,3,A,no,4 bedroom,0,100,470000
728,17,3,B,no,4 bedroom,1,110,370000
729,17,3,C,no,3 bedroom,0,100,470000
730,17,4,A,no,3 bedroom,0,110,420000
731,17,4,B,no,2 bedroom,1,90,370000
732,17,4,C,no,2 bedroom,0,110,470000
733,17,5,A,no,4 bedroom,0,100,420000
734,17,5,B,no,4 bedroom,0,100,370000
735,17,5,C,no,3 bedroom,1,90,370000
736,17,6,A,no,4 bedroom,0,100,420000
737,17,6,B,no,2 bedroom,0,110,470000
738,17,6,C,no,4 bedroom,1,100,470000
739,17,7,A,no,2 bedroom,0,110,420000
740,17,7,B,no,4 bedroom,0,90,420000
741,17,7,C,no,3 bedroom,1,110,370000
742,17,8,A,no,2 bedroom,1,100,470000
743,17,8,B,no,3 bedroom,0,100,420000
744,17,8,C,no,2 bedroom,0,100,470000
745,17,9,A,no,4 bedroom,0,110,420000
746,17,9,B,no,3 bedroom,0,90,420000
747,17,9,C,no,2 bedroom,1,90,420000
748,17,10,A,no,2 bedroom,1,90,470000
749,17,10,B,no,2 bedroom,0,110,420000
750,17,10,C,no,4 bedroom,0,90,370000
751,17,11,A,no,2 bedroom,0,90,470000
752,17,11,B,no,3 bedroom,1,90,420000
753,17,11,C,no,2 bedroom,0,100,420000
754,17,12,A,no,2 bedroom,0,100,420000
755,17,12,B,no,2 bedroom,1,100,370000
756,17,12,C,no,4 bedroom,0,90,370000
757,17,13,A,no,4 bedroom,0,90,420000
758,17,13,B,no,3 bedroom,1,110,370000
759,17,13,C,no,4 bedroom,0,100,370000
760,17,14,A,no,4 bedroom,0,110,470000
761,17,14,B,no,3 bedroom,1,90,370000
762,17,14,C,no,3 bedroom,0,90,470000
763,17,15,A,no,3 bedroom,0,100,370000
764,17,15,B,no,2 bedroom,1,90,370000
765,17,15,C,no,3 bedroom,0,110,420000
766,18,1,A,yes,2 bedroom,0,100,420000
767,18,1,B,yes,4 bedroom,0,90,420000
768,18,1,C,yes,4 bedroom,1,90,370000
769,18,2,A,yes,2 bedroom,0,90,470000
770,18,2,B,yes,4 bedroom,0,90,420000
771,18,2,C,yes,4 bedroom,1,90,370000
772,18,3,A,yes,3 bedroom,0,90,370000
773,18,3,B,yes,4 bedroom,0,110,470000
774,18,3,C,yes,3 bedroom,1,100,370000
775,18,4,A,yes,3 bedroom,1,110,470000
776,18,4,B,yes,2 bedroom,0,100,470000
777,18,4,C,yes,4 bedroom,0,100,420000
778,18,5,A,yes,2 bedroom,1,110,370000
779,18,5,B,yes,3 bedroom,0,100,420000
780,18,5,C,yes,3 bedroom,0,100,420000
781,18,6,A,yes,4 bedroom,1,110,420000
782,18,6,B,yes,4 bedroom,0,100,420000
783,18,6,C,yes,4 bedroom,0,90,470000
784,18,7,A,yes,2 bedroom,1,110,370000
785,18,7,B,yes,4 bedroom,0,110,370000
786,18,7,C,yes,3 bedroom,0,90,370000
787,18,8,A,yes,2 bedroom,0,90,420000
788,18,8,B,yes,2 bedroom,0,90,470000
789,18,8,C,yes,2 bedroom,1,100,370000
790,18,9,A,yes,4 bedroom,0,100,470000
791,18,9,B,yes,3 bedroom,1,110,420000
792,18,9,C,yes,3 bedroom,0,90,420000
793,18,10,A,yes,4 bedroom,0,90,470000
794,18,10,B,yes,3 bedroom,0,90,420000
795,18,10,C,yes,3 bedroom,1,110,470000
796,18,11,A,yes,2 bedroom,0,90,420000
797,18,11,B,yes,3 bedroom,1,100,470000
798,18,11,C,yes,2 bedroom,0,110,420000
799,18,12,A,yes,3 bedroom,1,100,470000
800,18,12,B,yes,2 bedroom,0,110,470000
801,18,12,C,yes,3 bedroom,0,90,470000
802,18,13,A,yes,4 bedroom,1,100,370000
803,18,13,B,yes,2 bedroom,0,110,420000
804,18,13,C,yes,4 bedroom,0,100,470000
805,18,14,A,yes,2 bedroom,1,90,370000
806,18,14,B,yes,2 bedroom,0,100,470000
807,18,14,C,yes,2 bedroom,0,100,370000
808,18,15,A,yes,3 bedroom,0,100,370000
809,18,15,B,yes,3 bedroom,0,110,420000
810,18,15,C,yes,4 bedroom,1,110,370000
811,19,1,A,no,2 bedroom,0,100,470000
812,19,1,B,no,2 bedroom,0,90,370000
813,19,1,C,no,4 bedroom,1,90,370000
814,19,2,A,no,3 bedroom,1,110,370000
815,19,2,B,no,3 bedroom,0,90,420000
816,19,2,C,no,4 bedroom,0,90,420000
817,19,3,A,no,4 bedroom,0,90,470000
818,19,3,B,no,4 bedroom,1,90,470000
819,19,3,C,no,2 bedroom,0,110,470000
820,19,4,A,no,2 bedroom,1,90,470000
821,19,4,B,no,3 bedroom,0,110,370000
822,19,4,C,no,4 bedroom,0,110,420000
823,19,5,A,no,2 bedroom,0,100,370000
824,19,5,B,no,3 bedroom,1,90,370000
825,19,5,C,no,3 bedroom,0,100,420000
826,19,6,A,no,2 bedroom,0,100,370000
827,19,6,B,no,4 bedroom,0,110,470000
828,19,6,C,no,2 bedroom,1,110,420000
829,19,7,A,no,4 bedroom,0,100,420000
830,19,7,B,no,2 bedroom,1,90,420000
831,19,7,C,no,3 bedroom,0,100,370000
832,19,8,A,no,4 bedroom,0,100,370000
833,19,8,B,no,2 bedroom,1,110,370000
834,19,8,C,no,4 bedroom,0,90,370000
835,19,9,A,no,2 bedroom,0,100,420000
836,19,9,B,no,3 bedroom,1,90,470000
837,19,9,C,no,4 bedroom,0,100,470000
838,19,10,A,no,3 bedroom,1,90,370000
839,19,10,B,no,3 bedroom,0,100,470000
840,19,10,C,no,4 bedroom,0,90,420000
841,19,11,A,no,2 bedroom,0,90,420000
842,19,11,B,no,2 bedroom,0,110,420000
843,19,11,C,no,2 bedroom,1,90,370000
844,19,12,A,no,2 bedroom,1,110,370000
845,19,12,B,no,4 bedroom,0,110,370000
846,19,12,C,no,3 bedroom,0,100,370000
847,19,13,A,no,4 bedroom,0,100,470000
848,19,13,B,no,3 bedroom,1,110,420000
849,19,13,C,no,4 bedroom,0,110,420000
850,19,14,A,no,2 bedroom,1,90,470000
851,19,14,B,no,3 bedroom,0,90,470000
852,19,14,C,no,3 bedroom,0,90,420000
853,19,15,A,no,3 bedroom,1,110,420000
854,19,15,B,no,3 bedroom,0,110,470000
855,19,15,C,no,3 bedroom,0,100,470000
856,20,1,A,no,3 bedroom,1,100,420000
857,20,1,B,no,3 bedroom,0,90,420000
858,20,1,C,no,4 bedroom,0,100,420000
859,20,2,A,no,2 bedroom,0,110,420000
860,20,2,B,no,3 bedroom,1,110,470000
861,20,2,C,no,3 bedroom,0,110,420000
862,20,3,A,no,2 bedroom,1,90,470000
863,20,3,B,no,2 bedroom,0,110,470000
864,20,3,C,no,4 bedroom,0,100,420000
865,20,4,A,no,4 bedroom,0,110,470000
866,20,4,B,no,2 bedroom,1,110,470000
867,20,4,C,no,2 bedroom,0,100,370000
868,20,5,A,no,4 bedroom,0,110,420000
869,20,5,B,no,3 bedroom,1,90,420000
870,20,5,C,no,4 bedroom,0,100,370000
871,20,6,A,no,4 bedroom,0,110,370000
872,20,6,B,no,2 bedroom,0,100,420000
873,20,6,C,no,2 bedroom,1,90,420000
874,20,7,A,no,2 bedroom,0,110,420000
875,20,7,B,no,3 bedroom,1,90,470000
876,20,7,C,no,4 bedroom,0,100,470000
877,20,8,A,no,2 bedroom,1,90,470000
878,20,8,B,no,3 bedroom,0,110,370000
879,20,8,C,no,4 bedroom,0,90,370000
880,20,9,A,no,3 bedroom,1,100,370000
881,20,9,B,no,2 bedroom,0,90,370000
882,20,9,C,no,4 bedroom,0,90,470000
883,20,10,A,no,4 bedroom,0,90,370000
884,20,10,B,no,2 bedroom,1,90,370000
885,20,10,C,no,2 bedroom,0,90,420000
886,20,11,A,no,4 bedroom,0,100,370000
887,20,11,B,no,2 bedroom,1,100,420000
888,20,11,C,no,4 bedroom,0,110,470000
889,20,12,A,no,3 bedroom,0,100,370000
890,20,12,B,no,3 bedroom,1,110,470000
891,20,12,C,no,2 bedroom,0,100,470000
892,20,13,A,no,4 bedroom,1,90,470000
893,20,13,B,no,4 bedroom,0,100,470000
894,20,13,C,no,4 bedroom,0,90,420000
895,20,14,A,no,3 bedroom,0,110,370000
896,20,14,B,no,3 bedroom,1,110,420000
897,20,14,C,no,3 bedroom,0,100,470000
898,20,15,A,no,4 bedroom,0,90,420000
899,20,15,B,no,4 bedroom,0,110,420000
900,20,15,C,no,2 bedroom,1,100,470000
901,21,1,A,no,2 bedroom,0,110,470000
902,21,1,B,no,4 bedroom,0,100,420000
903,21,1,C,no,3 bedroom,1,90,420000
904,21,2,A,no,2 bedroom,0,90,470000
905,21,2,B,no,4 bedroom,0,100,370000
906,21,2,C,no,4 bedroom,1,90,370000
907,21,3,A,no,2 bedroom,0,100,470000
908,21,3,B,no,3 bedroom,0,90,470000
909,21,3,C,no,3 bedroom,1,100,370000
910,21,4,A,no,2 bedroom,0,100,470000
911,21,4,B,no,4 bedroom,1,90,420000
912,21,4,C,no,2 bedroom,0,110,470000
913,21,5,A,no,2 bedroom,0,90,370000
914,21,5,B,no,2 bedroom,0,100,420000
915,21,5,C,no,2 bedroom,1,90,370000
916,21,6,A,no,4 bedroom,0,110,370000
917,21,6,B,no,3 bedroom,1,100,420000
918,21,6,C,no,3 bedroom,0,110,420000
919,21,7,A,no,4 bedroom,0,110,470000
920,21,7,B,no,3 bedroom,1,90,420000
921,21,7,C,no,3 bedroom,0,90,470000
922,21,8,A,no,4 bedroom,0,110,370000
923,21,8,B,no,2 bedroom,0,90,470000
924,21,8,C,no,3 bedroom,1,100,470000
925,21,9,A,no,4 bedroom,0,90,370000
926,21,9,B,no,2 bedroom,0,100,370000
927,21,9,C,no,4 bedroom,1,110,420000
928,21,10,A,no,3 bedroom,0,110,370000
929,21,10,B,no,3 bedroom,1,90,370000
930,21,10,C,no,4 bedroom,0,90,470000
931,21,11,A,no,3 bedroom,1,90,370000
932,21,11,B,no,3 bedroom,0,110,470000
933,21,11,C,no,3 bedroom,0,100,370000
934,21,12,A,no,4 bedroom,0,100,420000
935,21,12,B,no,2 bedroom,1,90,420000
936,21,12,C,no,3 bedroom,0,100,470000
937,21,13,A,no,2 bedroom,0,110,420000
938,21,13,B,no,2 bedroom,1,110,420000
939,21,13,C,no,4 bedroom,0,100,370000
940,21,14,A,no,2 bedroom,1,90,420000
941,21,14,B,no,3 bedroom,0,110,370000
942,21,14,C,no,4 bedroom,0,90,470000
943,21,15,A,no,3 bedroom,1,110,470000
944,21,15,B,no,4 bedroom,0,110,470000
945,21,15,C,no,2 bedroom,0,100,420000
946,22,1,A,no,2 bedroom,0,100,470000
947,22,1,B,no,2 bedroom,0,100,420000
948,22,1,C,no,3 bedroom,1,90,420000
949,22,2,A,no,3 bedroom,0,110,470000
950,22,2,B,no,4 bedroom,0,90,470000
951,22,2,C,no,3 bedroom,1,110,370000
952,22,3,A,no,4 bedroom,0,90,420000
953,22,3,B,no,3 bedroom,1,100,370000
954,22,3,C,no,2 bedroom,0,110,470000
955,22,4,A,no,2 bedroom,0,90,420000
956,22,4,B,no,3 bedroom,0,100,370000
957,22,4,C,no,3 bedroom,1,110,370000
958,22,5,A,no,2 bedroom,1,90,420000
959,22,5,B,no,3 bedroom,0,110,470000
960,22,5,C,no,2 bedroom,0,100,370000
961,22,6,A,no,4 bedroom,0,100,470000
962,22,6,B,no,2 bedroom,0,100,470000
963,22,6,C,no,4 bedroom,1,110,470000
964,22,7,A,no,4 bedroom,1,90,370000
965,22,7,B,no,2 bedroom,0,100,420000
966,22,7,C,no,4 bedroom,0,100,370000
967,22,8,A,no,3 bedroom,0,90,470000
968,22,8,B,no,2 bedroom,1,90,370000
969,22,8,C,no,4 bedroom,0,110,420000
970,22,9,A,no,4 bedroom,0,100,370000
971,22,9,B,no,3 bedroom,1,90,370000
972,22,9,C,no,4 bedroom,0,100,420000
973,22,10,A,no,4 bedroom,0,110,470000
974,22,10,B,no,4 bedroom,0,110,370000
975,22,10,C,no,3 bedroom,1,110,420000
976,22,11,A,no,4 bedroom,0,90,370000
977,22,11,B,no,3 bedroom,1,90,420000
978,22,11,C,no,4 bedroom,0,90,420000
979,22,12,A,no,3 bedroom,1,90,370000
980,22,12,B,no,2 bedroom,0,110,420000
981,22,12,C,no,2 bedroom,0,100,370000
982,22,13,A,no,2 bedroom,1,90,370000
983,22,13,B,no,2 bedroom,0,110,420000
984,22,13,C,no,4 bedroom,0,100,420000
985,22,14,A,no,3 bedroom,0,100,420000
986,22,14,B,no,4 bedroom,1,110,420000
987,22,14,C,no,4 bedroom,0,90,470000
988,22,15,A,no,3 bedroom,0,100,470000
989,22,15,B,no,4 bedroom,0,110,370000
990,22,15,C,no,2 bedroom,1,110,370000
991,23,1,A,yes,3 bedroom,0,90,370000
992,23,1,B,yes,2 bedroom,1,110,370000
993,23,1,C,yes,2 bedroom,0,90,470000
994,23,2,A,yes,3 bedroom,0,110,470000
995,23,2,B,yes,3 bedroom,1,100,370000
996,23,2,C,yes,2 bedroom,0,110,470000
997,23,3,A,yes,2 bedroom,1,100,370000
998,23,3,B,yes,2 bedroom,0,90,420000
999,23,3,C,yes,3 bedroom,0,110,370000
1000,23,4,A,yes,4 bedroom,0,100,420000
1001,23,4,B,yes,2 bedroom,1,90,370000
1002,23,4,C,yes,2 bedroom,0,100,470000
1003,23,5,A,yes,4 bedroom,0,110,370000
1004,23,5,B,yes,4 bedroom,1,110,420000
1005,23,5,C,yes,4 bedroom,0,100,420000
1006,23,6,A,yes,4 bedroom,1,110,370000
1007,23,6,B,yes,4 bedroom,0,90,420000
1008,23,6,C,yes,4 bedroom,0,100,370000
1009,23,7,A,yes,2 bedroom,0,110,470000
1010,23,7,B,yes,2 bedroom,0,90,420000
1011,23,7,C,yes,3 bedroom,1,110,370000
1012,23,8,A,yes,4 bedroom,0,90,470000
1013,23,8,B,yes,4 bedroom,0,100,470000
1014,23,8,C,yes,2 bedroom,1,100,370000
1015,23,9,A,yes,3 bedroom,1,100,420000
1016,23,9,B,yes,2 bedroom,0,100,470000
1017,23,9,C,yes,2 bedroom,0,90,470000
1018,23,10,A,yes,3 bedroom,0,100,420000
1019,23,10,B,yes,3 bedroom,1,110,470000
1020,23,10,C,yes,2 bedroom,0,100,420000
1021,23,11,A,yes,4 bedroom,0,110,420000
1022,23,11,B,yes,4 bedroom,0,100,470000
1023,23,11,C,yes,3 bedroom,1,100,370000
1024,23,12,A,yes,2 bedroom,0,100,420000
1025,23,12,B,yes,3 bedroom,1,90,420000
1026,23,12,C,yes,3 bedroom,0,100,470000
1027,23,13,A,yes,4 bedroom,0,90,420000
1028,23,13,B,yes,3 bedroom,1,110,420000
1029,23,13,C,yes,4 bedroom,0,100,370000
1030,23,14,A,yes,2 bedroom,1,110,370000
1031,23,14,B,yes,2 bedroom,0,110,420000
1032,23,14,C,yes,4 bedroom,0,110,470000
1033,23,15,A,yes,3 bedroom,1,90,370000
1034,23,15,B,yes,4 bedroom,0,90,370000
1035,23,15,C,yes,3 bedroom,0,100,470000
1036,24,1,A,no,4 bedroom,0,90,420000
1037,24,1,B,no,3 bedroom,0,90,420000
1038,24,1,C,no,2 bedroom,1,90,420000
1039,24,2,A,no,2 bedroom,0,100,420000
1040,24,2,B,no,2 bedroom,1,100,420000
1041,24,2,C,no,3 bedroom,0,100,470000
1042,24,3,A,no,4 bedroom,0,110,420000
1043,24,3,B,no,3 bedroom,1,110,370000
1044,24,3,C,no,3 bedroom,0,100,420000
1045,24,4,A,no,3 bedroom,0,110,470000
1046,24,4,B,no,2 bedroom,1,90,370000
1047,24,4,C,no,4 bedroom,0,90,370000
1048,24,5,A,no,4 bedroom,0,110,420000
1049,24,5,B,no,4 bedroom,0,100,470000
1050,24,5,C,no,3 bedroom,1,90,470000
1051,24,6,A,no,2 bedroom,1,100,370000
1052,24,6,B,no,2 bedroom,0,100,370000
1053,24,6,C,no,3 bedroom,0,110,370000
1054,24,7,A,no,3 bedroom,0,100,420000
1055,24,7,B,no,4 bedroom,0,90,470000
1056,24,7,C,no,2 bedroom,1,110,470000
1057,24,8,A,no,3 bedroom,0,90,370000
1058,24,8,B,no,2 bedroom,0,90,370000
1059,24,8,C,no,2 bedroom,1,110,420000
1060,24,9,A,no,4 bedroom,0,110,370000
1061,24,9,B,no,4 bedroom,0,110,470000
1062,24,9,C,no,4 bedroom,1,100,370000
1063,24,10,A,no,3 bedroom,0,110,420000
1064,24,10,B,no,4 bedroom,1,100,370000
1065,24,10,C,no,3 bedroom,0,100,470000
1066,24,11,A,no,3 bedroom,1,90,370000
1067,24,11,B,no,3 bedroom,0,90,470000
1068,24,11,C,no,2 bedroom,0,100,470000
1069,24,12,A,no,4 bedroom,0,110,370000
1070,24,12,B,no,3 bedroom,0,90,420000
1071,24,12,C,no,4 bedroom,1,90,470000
1072,24,13,A,no,3 bedroom,1,110,420000
1073,24,13,B,no,4 bedroom,0,100,420000
1074,24,13,C,no,3 bedroom,0,100,370000
1075,24,14,A,no,2 bedroom,1,90,470000
1076,24,14,B,no,4 bedroom,0,100,470000
1077,24,14,C,no,4 bedroom,0,90,370000
1078,24,15,A,no,2 bedroom,0,90,420000
1079,24,15,B,no,2 bedroom,0,110,370000
1080,24,15,C,no,4 bedroom,1,90,420000
1081,25,1,A,yes,2 bedroom,0,100,370000
1082,25,1,B,yes,3 bedroom,1,100,420000
1083,25,1,C,yes,3 bedroom,0,110,470000
1084,25,2,A,yes,3 bedroom,1,90,470000
1085,25,2,B,yes,4 bedroom,0,100,470000
1086,25,2,C,yes,4 bedroom,0,90,470000
1087,25,3,A,yes,3 bedroom,0,110,370000
1088,25,3,B,yes,2 bedroom,0,110,370000
1089,25,3,C,yes,2 bedroom,1,100,370000
1090,25,4,A,yes,3 bedroom,1,90,420000
1091,25,4,B,yes,2 bedroom,0,110,470000
1092,25,4,C,yes,2 bedroom,0,100,420000
1093,25,5,A,yes,4 bedroom,1,90,370000
1094,25,5,B,yes,2 bedroom,0,110,420000
1095,25,5,C,yes,4 bedroom,0,100,370000
1096,25,6,A,yes,3 bedroom,0,110,420000
1097,25,6,B,yes,4 bedroom,1,100,420000
1098,25,6,C,yes,2 bedroom,0,90,470000
1099,25,7,A,yes,4 bedroom,0,100,420000
1100,25,7,B,yes,4 bedroom,0,100,370000
1101,25,7,C,yes,4 bedroom,1,90,370000
1102,25,8,A,yes,4 bedroom,0,100,470000
1103,25,8,B,yes,4 bedroom,1,110,420000
1104,25,8,C,yes,2 bedroom,0,100,470000
1105,25,9,A,yes,4 bedroom,0,110,470000
1106,25,9,B,yes,3 bedroom,0,110,470000
1107,25,9,C,yes,2 bedroom,1,90,370000
1108,25,10,A,yes,3 bedroom,0,100,420000
1109,25,10,B,yes,3 bedroom,0,100,470000
1110,25,10,C,yes,2 bedroom,1,100,420000
1111,25,11,A,yes,4 bedroom,0,90,470000
1112,25,11,B,yes,3 bedroom,0,100,370000
1113,25,11,C,yes,3 bedroom,1,90,370000
1114,25,12,A,yes,2 bedroom,0,90,470000
1115,25,12,B,yes,4 bedroom,1,110,420000
1116,25,12,C,yes,2 bedroom,0,110,470000
1117,25,13,A,yes,4 bedroom,0,90,420000
1118,25,13,B,yes,2 bedroom,0,110,370000
1119,25,13,C,yes,3 bedroom,1,110,420000
1120,25,14,A,yes,2 bedroom,0,100,470000
1121,25,14,B,yes,2 bedroom,0,110,420000
1122,25,14,C,yes,3 bedroom,1,90,370000
1123,25,15,A,yes,4 bedroom,0,110,370000
1124,25,15,B,yes,4 bedroom,0,110,470000
1125,25,15,C,yes,3 bedroom,1,90,420000
1126,26,1,A,no,3 bedroom,1,100,370000
1127,26,1,B,no,4 bedroom,0,110,370000
1128,26,1,C,no,4 bedroom,0,90,420000
1129,26,2,A,no,4 bedroom,0,110,420000
1130,26,2,B,no,3 bedroom,1,110,420000
1131,26,2,C,no,4 bedroom,0,90,420000
1132,26,3,A,no,4 bedroom,1,110,420000
1133,26,3,B,no,4 bedroom,0,90,470000
1134,26,3,C,no,4 bedroom,0,100,420000
1135,26,4,A,no,2 bedroom,0,90,470000
1136,26,4,B,no,3 bedroom,0,100,420000
1137,26,4,C,no,2 bedroom,1,90,420000
1138,26,5,A,no,4 bedroom,0,110,370000
